868, 89
867, 89
866, 89
865, 89
864, 89
863, 89
862, 89
861, 89
860, 88
859, 87
858, 86
858, 85
858, 84
858, 83
858, 82
858, 81
857, 81
856, 80
855, 79
854, 79
853, 78
852, 77
851, 77
850, 77
849, 77
848, 77
847, 77
846, 76
845, 76
844, 75
843, 75
842, 74
841, 74
840, 73
839, 73
838, 72
837, 72
836, 71
835, 70
834, 70
833, 70
832, 69
831, 69
830, 69
829, 68
828, 68
827, 68
826, 68
825, 68
824, 68
823, 68
822, 68
821, 67
820, 67
819, 66
818, 66
817, 65
816, 64
815, 64
814, 64
813, 64
812, 64
811, 64
810, 63
809, 63
808, 63
807, 63
806, 62
805, 62
804, 62
803, 62
802, 62
801, 62
800, 63
799, 63
798, 64
797, 64
796, 65
794, 66
792, 68
790, 70
788, 72
786, 74
784, 76
783, 77
782, 78
781, 79
780, 79
779, 79
778, 79
777, 79
776, 79
775, 80
774, 80
773, 81
772, 82
771, 83
769, 85
767, 87
765, 89
763, 90
761, 92
760, 93
759, 94
758, 94
757, 94
756, 94
755, 94
754, 94
753, 94
752, 94
751, 95
750, 95
749, 95
748, 95
747, 95
746, 95
745, 96
744, 96
743, 96
742, 96
741, 96
740, 96
739, 96
738, 96
737, 96
736, 96
735, 96
734, 96
733, 96
732, 96
731, 96
730, 95
729, 95
728, 94
727, 93
726, 92
725, 92
724, 91
723, 91
722, 90
721, 89
720, 89
719, 88
718, 88
717, 87
716, 87
715, 87
714, 87
713, 87
712, 87
711, 87
710, 87
709, 86
708, 86
707, 86
706, 85
705, 85
704, 84
703, 84
702, 83
701, 82
700, 82
699, 81
698, 80
697, 79
696, 78
695, 78
694, 78
693, 78
692, 78
691, 77
690, 77
689, 77
688, 77
687, 77
686, 77
685, 77
684, 76
683, 76
682, 75
681, 75
680, 74
679, 74
678, 74
677, 74
676, 74
675, 73
674, 73
673, 73
672, 73
671, 73
670, 72
669, 72
668, 72
667, 72
666, 72
665, 72
664, 71
663, 71
662, 71
661, 71
660, 71
659, 71
658, 71
657, 72
656, 72
655, 72
654, 73
653, 73
652, 74
651, 74
650, 75
649, 76
648, 77
647, 78
646, 78
645, 79
644, 79
643, 80
642, 80
641, 81
640, 82
638, 83
637, 84
636, 89
635, 90
634, 91
633, 92
632, 93
631, 94
630, 95
629, 97
628, 97
627, 98
626, 99
625, 100
624, 100
623, 101
622, 102
621, 102
620, 102
619, 102
618, 102
617, 102
616, 101
615, 101
614, 100
613, 96
612, 93
611, 89
610, 88
609, 87
608, 85
607, 85
606, 84
605, 83
604, 82
603, 82
602, 83
601, 83
600, 84
599, 84
598, 85
597, 86
596, 87
595, 87
594, 88
593, 88
592, 89
591, 90
590, 90
589, 90
588, 90
587, 91
586, 91
585, 92
584, 92
583, 93
582, 94
581, 94
580, 94
579, 95
578, 95
577, 96
576, 96
575, 96
574, 96
573, 97
572, 97
571, 97
570, 98
569, 98
568, 98
567, 98
566, 98
565, 98
564, 98
563, 99
562, 99
561, 99
560, 99
559, 99
558, 99
557, 99
556, 99
555, 99
554, 100
553, 100
552, 100
551, 100
550, 100
549, 100
548, 100
547, 100
546, 100
545, 100
544, 100
543, 100
542, 99
541, 99
540, 99
539, 98
538, 97
537, 96
536, 95
535, 94
534, 94
533, 93
532, 93
531, 92
530, 92
529, 91
528, 90
527, 89
526, 88
525, 87
524, 87
523, 86
522, 85
521, 84
520, 84
519, 83
518, 83
517, 82
516, 82
515, 82
514, 82
513, 82
512, 82
511, 82
510, 82
509, 82
508, 81
507, 81
506, 81
505, 81
504, 81
503, 81
502, 81
501, 81
500, 81
499, 81
498, 81
497, 81
496, 80
495, 80
494, 80
493, 80
492, 80
491, 80
490, 80
489, 79
488, 79
487, 79
486, 79
485, 79
484, 79
483, 79
482, 79
481, 79
480, 79
479, 79
478, 79
477, 79
476, 79
475, 79
474, 79
473, 79
472, 79
471, 78
470, 77
469, 75
468, 74
467, 73
466, 71
465, 71
464, 70
463, 70
462, 69
461, 69
460, 69
459, 69
458, 69
457, 70
456, 70
455, 71
454, 72
453, 73
452, 74
451, 74
450, 75
449, 76
448, 77
447, 78
446, 79
445, 80
444, 81
443, 82
442, 83
441, 84
440, 84
439, 84
438, 84
437, 85
436, 85
435, 85
434, 86
433, 86
432, 86
431, 86
430, 86
429, 86
428, 86
427, 87
426, 87
425, 87
424, 87
423, 88
422, 88
421, 88
420, 89
419, 89
418, 89
417, 88
416, 88
415, 87
414, 87
413, 86
412, 84
411, 82
410, 82
409, 81
408, 81
407, 80
406, 79
405, 79
404, 79
403, 79
402, 79
401, 79
400, 78
399, 77
398, 76
397, 75
396, 74
395, 74
394, 74
393, 74
392, 74
391, 74
390, 74
389, 73
388, 73
387, 73
386, 73
385, 72
384, 72
383, 72
382, 71
381, 71
380, 71
379, 71
378, 72
377, 72
376, 72
375, 72
374, 73
373, 74
372, 75
371, 76
370, 77
369, 78
368, 79
367, 79
366, 80
365, 80
364, 81
363, 81
362, 82
361, 83
360, 83
359, 83
358, 84
357, 84
356, 85
355, 85
354, 86
353, 86
352, 86
351, 87
350, 87
349, 88
348, 88
347, 89
346, 89
345, 89
344, 90
343, 90
342, 91
341, 91
340, 92
339, 92
338, 92
337, 93
336, 93
335, 94
334, 94
333, 95
332, 95
331, 96
330, 96
329, 96
328, 96
327, 96
326, 96
325, 96
324, 96
323, 96
322, 96
